Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,target,Enrollment_Month
STU127130,Vihaan Mehta,Male,25,Bachelor,Student,Lucknow,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,23,43.0,3,0.5,12,2,3.2,3,6,1,90.9,75.6,36.8,1,UPI,Yes,No,5491,52,2,1,5.0,1,3
STU127131,Sakshi Joshi,Female,24,Diploma,Student,Pune,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,43,93.2,2,3.6,2,3,3.3,7,2,4,73.8,73.6,78.3,2,UPI,Yes,No,4001,65,1,0,5.0,1,5
STU127132,Neha Verma,Female,21,HighSchool,Student,Chennai,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,28,88.1,3,9.9,2,5,4.3,5,4,5,62.8,66.5,64.2,0,NetBanking,Yes,No,3080,64,0,0,4.2,1,8
STU127133,Vivaan Patel,Female,36,Diploma,Employed,Surat,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,1,44,54.3,2,4.2,7,5,7.7,4,6,2,81.6,53.9,45.7,3,UPI,Yes,Yes,3068,68,2,1,3.6,1,2
STU127134,Sakshi Sharma,Male,17,Bachelor,Employed,Kolkata,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,32,81.9,0,7.8,26,0,7.5,5,4,3,73.0,55.2,61.4,1,UPI,Yes,No,4619,53,1,1,2.9,1,10
STU127135,Meera Joshi,Male,26,Bachelor,Student,Bengaluru,Mobile,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,30,33.8,1,10.1,16,5,7.4,2,8,4,69.8,64.5,27.0,3,NetBanking,Yes,No,4075,57,0,3,4.3,0,11
STU127136,Rohan Bose,Male,32,Bachelor,Self-Employed,Chennai,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,31,84.1,2,1.8,10,3,5.8,3,7,2,89.7,93.9,52.1,4,Free,No,No,0,91,2,0,5.0,0,4
STU127137,Aarav Shah,Male,28,Bachelor,Student,Pune,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,6,52,58.9,2,11.0,3,7,6.4,3,7,4,79.0,99.8,43.6,5,Credit Card,Yes,No,3212,81,1,0,4.6,1,11
STU127138,Isha Verma,Male,25,HighSchool,Employed,Nagpur,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,5,30,30.3,2,0.5,3,7,7.5,2,8,7,84.5,60.1,25.6,1,UPI,Yes,No,4424,63,0,3,4.7,0,9
STU127139,Vivaan Bhardwaj,Male,27,Bachelor,Unemployed,Jaipur,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,10,46,52.2,6,2.4,0,2,8.4,4,6,2,59.9,59.5,45.3,3,Scholarship,No,Yes,1976,58,1,2,5.0,1,7
STU127140,Isha Mehta,Female,18,Bachelor,Student,Bengaluru,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,23,61.2,3,6.6,36,5,7.1,5,5,7,87.2,75.1,55.2,5,UPI,Yes,No,3967,63,0,2,3.4,0,6
STU127141,Aarav Mehta,Female,26,Bachelor,Student,Pune,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,27,99.2,4,4.4,6,7,5.1,4,6,0,87.9,82.8,62.9,1,UPI,Yes,No,6014,77,2,0,2.7,1,2
STU127142,Aarav Sharma,Male,24,Master,Employed,Lucknow,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,23,26.4,2,3.2,2,0,6.8,4,6,3,66.0,54.5,36.0,3,NetBanking,Yes,No,6222,45,0,2,3.2,1,6
STU127143,Priya Singh,Male,18,Bachelor,Employed,Vadodara,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,35,45.0,2,5.8,1,7,7.0,7,3,4,62.5,87.9,62.1,2,UPI,Yes,No,5604,100,4,0,4.3,0,3
STU127144,Meera Desai,Female,23,Bachelor,Employed,Chennai,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,27,81.7,2,5.8,1,4,8.1,5,5,6,69.8,57.3,61.4,7,Debit Card,Yes,No,5244,79,1,1,4.9,1,1
STU127145,Neha Desai,Male,34,Master,Employed,Jaipur,Laptop,Low,C108,Excel for Business,Business,Beginner,25,4.1,5,17,51.3,1,5.1,5,4,3.7,4,6,5,76.9,72.8,45.6,1,Scholarship,No,No,697,38,2,0,5.0,0,5
STU127146,Vivaan Iyer,Female,32,Diploma,Student,Kolkata,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,2,39,78.4,4,0.5,8,2,4.9,3,7,4,63.4,33.9,47.1,2,Free,No,No,0,83,6,1,3.9,0,6
STU127147,Arjun Bhardwaj,Female,22,Bachelor,Employed,Indore,Laptop,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,7,29,57.4,4,0.9,4,9,3.9,5,5,2,50.0,66.1,53.4,1,Credit Card,Yes,No,4815,63,1,0,3.3,0,9
STU127148,Meera Joshi,Male,28,Bachelor,Employed,Indore,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,32,32.6,2,9.0,24,6,4.4,5,5,5,65.8,61.3,44.5,0,Free,No,No,0,77,1,1,4.9,0,6
STU127149,Pooja Reddy,Female,24,Master,Self-Employed,Pune,Mobile,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,35,63.6,1,7.4,3,8,5.2,7,3,5,92.8,42.4,66.4,3,Free,No,No,0,64,5,2,3.9,1,2
STU127150,Vivaan Joshi,Female,29,Bachelor,Employed,Vadodara,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,38,55.4,0,4.7,8,4,5.9,6,4,4,74.2,100.0,60.4,3,Debit Card,Yes,No,4517,63,0,1,4.1,1,10
STU127151,Rahul Desai,Male,20,Bachelor,Employed,Ahmedabad,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,4,30,54.5,3,0.5,0,4,3.6,3,7,2,87.5,54.6,39.8,3,Scholarship,No,No,1372,62,4,0,2.1,0,7
STU127152,Vivaan Mehta,Male,31,Master,Employed,Surat,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,26,70.1,2,5.4,6,12,9.0,5,5,2,83.3,73.2,58.2,2,UPI,Yes,No,4808,80,2,0,4.4,0,5
STU127153,Sneha Sharma,Female,17,Master,Student,Mumbai,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,40,89.8,1,6.5,0,4,7.5,1,9,5,63.8,56.2,40.3,1,NetBanking,Yes,No,3598,41,1,1,5.0,0,9
STU127154,Rahul Singh,Female,38,Bachelor,Employed,Lucknow,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,17,80.0,0,5.8,6,8,5.7,4,6,7,75.9,84.5,56.2,3,Credit Card,Yes,No,3791,36,3,1,4.6,0,10
STU127155,Rahul Desai,Male,29,Bachelor,Student,Hyderabad,Tablet,High,C101,Python Basics,Programming,Beginner,45,4.6,9,26,85.7,6,0.5,14,5,8.3,9,1,5,60.4,91.3,88.6,0,Debit Card,Yes,Yes,3819,61,1,0,4.3,1,8
STU127156,Sakshi Bhardwaj,Female,31,Bachelor,Employed,Mumbai,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,29,49.8,3,2.6,8,6,5.5,2,8,3,76.5,83.6,33.6,7,Debit Card,Yes,No,5231,57,4,0,4.6,1,12
STU127157,Vivaan Sharma,Other,22,Diploma,Student,Hyderabad,Laptop,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,21,41.5,6,2.0,0,7,4.3,5,4,2,75.5,79.8,48.5,3,Free,No,No,0,61,1,2,3.8,0,6
STU127158,Pooja Gupta,Female,19,Bachelor,Student,Jaipur,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,44,81.8,4,0.5,3,5,6.8,6,4,4,90.9,70.3,68.2,2,Free,No,No,0,69,4,2,2.4,1,5
STU127159,Ritika Mehta,Female,32,Master,Employed,Chennai,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,8,22,65.0,2,0.5,11,3,6.5,6,4,2,58.5,62.0,61.9,0,UPI,Yes,No,6412,87,0,1,3.9,1,12
STU127160,Sakshi Joshi,Male,30,Bachelor,Employed,Bhopal,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,6,40,38.8,2,6.1,1,3,2.6,4,6,3,81.0,42.2,39.7,4,Scholarship,No,No,582,32,0,3,3.4,1,4
STU127161,Sneha Bhardwaj,Female,34,Bachelor,Employed,Bhopal,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,47,18.4,4,0.6,15,2,6.2,3,6,3,77.9,68.9,27.9,1,Free,No,No,0,45,0,2,4.2,0,8
STU127162,Ananya Nair,Female,33,Bachelor,Employed,Jaipur,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,1,26,43.6,1,2.2,3,3,7.9,4,6,5,89.9,45.1,41.5,0,Free,No,No,0,74,4,0,3.4,0,9
STU127163,Sneha Mehta,Female,23,Diploma,Employed,Chennai,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,24,34.1,3,0.5,31,5,3.3,6,4,2,73.2,63.4,51.1,0,Credit Card,Yes,No,3074,52,0,2,5.0,0,12
STU127164,Krishna Reddy,Female,35,Bachelor,Student,Bengaluru,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,27,23.2,0,2.8,15,3,6.0,2,7,2,75.8,91.0,24.7,1,NetBanking,Yes,Yes,4484,100,1,0,4.9,1,4
STU127165,Vivaan Nair,Male,25,Master,Employed,Hyderabad,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,8,29,85.7,0,5.1,1,4,2.6,6,4,2,75.7,63.2,69.1,1,Debit Card,Yes,No,4038,39,5,4,3.3,1,8
STU127166,Ritika Patel,Female,30,Master,Self-Employed,Lucknow,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,6,22,82.0,2,0.5,17,3,9.2,7,3,4,96.6,100.0,75.7,2,Debit Card,Yes,No,3037,79,2,2,5.0,0,1
STU127167,Isha Mehta,Male,30,Bachelor,Employed,Hyderabad,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,5,76.8,4,0.7,4,1,7.2,5,5,4,91.5,46.7,59.2,1,Free,No,No,0,61,1,2,5.0,0,11
STU127168,Meera Gupta,Female,17,Bachelor,Employed,Pune,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,8,27,56.2,1,5.2,9,3,10.0,7,3,1,72.1,72.3,65.3,5,UPI,Yes,No,6569,53,1,0,5.0,1,6
STU127169,Neha Gupta,Female,17,Bachelor,Student,Pune,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,11,83.7,1,5.6,6,4,5.5,3,7,2,67.5,55.2,50.1,2,Debit Card,Yes,No,3414,82,5,0,3.7,1,5
STU127170,Neha Nair,Male,29,Master,Student,Nagpur,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,2,30,50.6,1,12.9,26,1,5.7,5,4,2,64.4,75.7,51.5,2,Free,No,No,0,80,2,4,3.7,1,5
STU127171,Aarav Singh,Female,22,Bachelor,Employed,Kolkata,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,52,39.0,3,0.5,19,4,5.1,5,5,5,66.9,70.6,47.2,1,Credit Card,Yes,No,4528,100,0,1,4.5,0,9
STU127172,Rahul Desai,Male,17,Master,Student,Indore,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,47,33.3,3,4.6,6,10,4.1,7,3,7,66.7,53.2,56.3,1,Scholarship,No,No,1270,54,1,1,4.7,0,10
STU127173,Ananya Nair,Male,17,Bachelor,Employed,Pune,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,31,76.1,0,9.1,3,4,3.9,5,5,2,76.0,70.5,60.2,5,NetBanking,Yes,No,3289,100,3,1,5.0,1,10
STU127174,Krishna Reddy,Male,21,Bachelor,Employed,Vadodara,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,5,47,73.7,0,0.5,3,5,8.3,3,6,6,94.4,69.4,47.3,6,Scholarship,No,No,179,76,3,1,5.0,0,4
STU127175,Vivaan Verma,Male,17,Bachelor,Student,Lucknow,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,44,63.4,3,1.7,3,2,6.9,6,4,2,60.6,59.8,61.2,1,NetBanking,Yes,Yes,4083,69,1,0,4.6,1,8
STU127176,Rahul Verma,Female,31,Master,Employed,Surat,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,50,46.9,3,10.1,2,1,4.2,5,5,2,76.2,40.2,48.4,2,Free,No,No,0,76,3,0,3.5,1,7
STU127177,Vivaan Gupta,Male,30,Master,Student,Lucknow,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,42,77.8,2,9.4,2,6,2.7,9,1,4,89.5,69.7,84.7,2,UPI,Yes,No,3726,72,2,1,4.2,1,7
STU127178,Ananya Singh,Male,26,Master,Employed,Nagpur,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,30,38.2,3,0.5,9,2,4.7,5,5,7,77.8,83.9,47.6,1,Debit Card,Yes,No,4060,53,7,0,5.0,1,6
STU127179,Sai Nair,Male,34,Bachelor,Student,Lucknow,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,30,50.6,1,8.0,4,5,4.0,7,3,5,61.4,77.1,63.6,3,Free,No,No,0,34,6,0,4.4,0,10
STU127180,Krishna Verma,Male,31,Bachelor,Employed,Delhi,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,8,40,32.1,2,4.2,1,6,4.0,6,4,6,68.8,48.1,49.6,4,Debit Card,Yes,No,3572,47,0,0,3.4,1,8
STU127181,Aditya Bhardwaj,Female,17,Master,Student,Bhopal,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,6,51,78.9,2,8.4,2,8,8.2,5,5,2,71.8,74.0,61.3,2,Credit Card,Yes,Yes,3387,100,4,1,4.5,0,11
STU127182,Kavya Joshi,Male,25,HighSchool,Employed,Bengaluru,Laptop,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,52,71.9,2,9.1,9,4,6.7,5,5,4,80.0,70.1,58.7,0,Credit Card,Yes,No,6844,73,1,0,4.8,1,2
STU127183,Rahul Bhardwaj,Female,22,Bachelor,Student,Vadodara,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,20,46.9,3,0.5,0,3,6.9,5,5,6,66.4,37.1,48.3,0,Free,No,No,0,87,0,0,2.9,0,3
STU127184,Ritika Gupta,Male,27,Diploma,Employed,Ahmedabad,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,2,43,43.1,1,0.5,2,3,4.6,2,8,8,54.2,58.3,30.0,1,UPI,Yes,No,3338,45,3,0,3.3,0,3
STU127185,Vihaan Nair,Female,33,Master,Employed,Nagpur,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,7,49,67.8,3,10.8,3,5,5.2,3,7,4,70.8,76.0,45.5,4,Free,No,No,0,91,3,1,2.4,0,4
STU127186,Nikhil Bose,Female,29,PhD,Unemployed,Chennai,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,8,34,70.7,1,9.4,4,4,8.3,4,5,2,74.1,98.8,53.7,2,Free,No,No,0,71,1,1,3.5,1,6
STU127187,Neha Verma,Female,33,HighSchool,Student,Bhopal,Laptop,Low,C101,Python Basics,Programming,Beginner,45,4.6,5,38,14.5,0,15.9,4,6,5.4,5,4,8,54.6,86.8,39.4,2,UPI,Yes,No,3836,89,2,0,4.5,1,10
STU127188,Sai Mehta,Female,26,HighSchool,Student,Indore,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,31,73.8,3,3.7,16,4,6.5,5,5,4,98.7,60.1,58.8,3,Free,No,Yes,0,60,2,2,4.4,0,3
STU127189,Sai Sharma,Male,17,Master,Student,Pune,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,6,33,58.0,2,5.0,1,10,6.2,4,6,5,87.1,67.7,47.7,2,Credit Card,Yes,No,3770,79,3,0,4.0,1,7
STU127190,Aditya Verma,Female,23,Master,Employed,Nagpur,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,24,75.7,1,9.6,2,7,6.5,6,3,2,83.9,83.9,66.7,3,Free,No,No,0,86,1,0,4.9,1,3
STU127191,Rohan Sharma,Male,17,Bachelor,Employed,Nagpur,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,6,38,46.9,0,5.9,0,2,4.6,5,5,6,59.5,44.0,48.6,4,Credit Card,Yes,Yes,3619,93,1,1,4.2,1,3
STU127192,Ananya Mehta,Female,28,Bachelor,Student,Chennai,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,42,57.0,1,5.6,16,11,4.7,7,3,4,63.5,67.2,65.3,4,Credit Card,Yes,No,6654,92,3,0,3.6,0,7
STU127193,Pooja Mehta,Male,29,Bachelor,Student,Indore,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,24,72.2,7,0.5,3,5,5.0,4,6,2,71.8,56.5,52.1,1,Debit Card,Yes,No,4187,66,2,1,2.3,1,1
STU127194,Aditya Gupta,Other,26,Bachelor,Student,Bengaluru,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,8,54,68.4,2,5.3,3,3,4.0,4,6,6,80.9,88.8,52.4,1,Free,No,No,0,59,4,1,4.5,1,4
STU127195,Meera Singh,Female,22,Diploma,Employed,Surat,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,2,28,94.1,5,0.5,21,8,4.6,3,7,4,63.5,45.0,53.2,2,Credit Card,Yes,Yes,2692,100,2,0,4.8,0,2
STU127196,Meera Bose,Female,26,HighSchool,Student,Indore,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,22,78.6,4,6.0,5,3,7.8,2,8,5,80.0,65.3,42.8,3,Scholarship,No,No,347,63,1,2,4.4,0,7
STU127197,Aditya Singh,Female,31,Master,Student,Jaipur,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,34,58.3,4,4.6,8,2,8.2,7,3,6,81.5,59.2,65.4,0,UPI,Yes,Yes,3711,61,2,1,3.3,1,1
STU127198,Rohan Shah,Male,31,Bachelor,Student,Delhi,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,43,65.2,3,0.5,17,2,10.0,8,2,5,83.1,93.9,75.5,2,UPI,Yes,No,3863,72,1,1,3.4,0,3
STU127199,Meera Patel,Female,26,Bachelor,Employed,Chennai,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,31,67.3,2,0.5,1,9,6.5,7,3,4,69.5,24.7,66.8,3,Debit Card,Yes,No,6090,65,3,0,3.6,1,12
STU127200,Vihaan Kumar,Female,22,Bachelor,Student,Jaipur,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,7,45,49.6,5,0.5,7,10,6.9,5,5,4,74.9,71.0,50.9,4,Free,No,No,0,56,2,0,5.0,0,8
STU127201,Ritika Joshi,Male,25,Bachelor,Student,Surat,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,45,65.6,2,2.9,1,6,7.9,8,1,8,75.7,65.6,74.2,3,Debit Card,Yes,No,4521,53,3,0,3.3,1,8
STU127202,Arjun Sharma,Male,29,Bachelor,Employed,Delhi,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,25,27.1,1,0.5,4,8,5.5,2,8,0,85.0,67.3,24.8,1,Free,No,No,0,87,0,1,5.0,0,8
STU127203,Neha Singh,Female,34,Bachelor,Employed,Hyderabad,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,23,41.4,1,0.5,24,2,6.5,4,6,7,72.3,52.7,41.1,3,UPI,Yes,No,5215,67,3,3,3.3,1,12
STU127204,Isha Verma,Male,29,Bachelor,Self-Employed,Indore,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,38,62.7,3,7.5,6,5,7.9,6,4,2,69.8,82.8,62.1,3,NetBanking,Yes,Yes,3694,31,2,1,4.1,1,9
STU127205,Meera Kumar,Male,30,Bachelor,Student,Vadodara,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,27,65.8,3,8.2,3,10,5.1,5,5,2,84.6,40.3,55.0,4,NetBanking,Yes,No,3769,72,2,1,5.0,1,1
STU127206,Sakshi Patel,Female,25,Bachelor,Student,Vadodara,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,7,36,63.8,2,9.3,2,4,2.5,4,6,10,67.1,61.8,49.4,2,NetBanking,Yes,No,4172,51,5,2,5.0,0,11
STU127207,Meera Bose,Female,32,Master,Employed,Chennai,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,8,12,41.8,3,0.5,3,8,2.3,4,6,4,89.9,65.2,41.9,2,UPI,Yes,No,5860,75,1,0,5.0,1,12
STU127208,Ananya Shah,Female,33,Diploma,Employed,Lucknow,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,34,25.8,1,0.5,6,3,3.1,4,6,1,69.4,44.2,35.3,1,UPI,Yes,No,5804,66,3,2,4.1,1,10
STU127209,Vivaan Sharma,Male,31,Bachelor,Student,Chennai,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,9,45,81.5,4,4.8,4,4,6.5,8,2,5,79.4,67.8,79.9,0,NetBanking,Yes,No,5441,68,2,2,4.3,1,8
STU127210,Sneha Nair,Female,34,Bachelor,Employed,Kolkata,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,31,70.1,3,3.9,0,7,6.8,6,4,4,90.0,72.1,64.1,2,UPI,Yes,No,4548,44,1,0,4.7,1,7
STU127211,Isha Desai,Female,33,Bachelor,Unemployed,Bhopal,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,36,48.1,2,6.4,6,3,8.3,2,8,0,81.7,91.5,33.4,3,Free,No,Yes,0,72,3,0,4.8,0,4
STU127212,Ananya Reddy,Male,26,Bachelor,Unemployed,Indore,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,43,64.9,1,11.4,10,6,5.3,5,5,6,82.8,88.5,57.2,3,UPI,Yes,No,3891,52,1,0,4.6,1,1
STU127213,Neha Iyer,Female,37,Diploma,Student,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,2,45,51.4,1,0.5,16,6,7.7,6,4,2,75.3,54.3,56.7,1,UPI,Yes,No,4283,81,2,0,4.8,0,3
STU127214,Krishna Reddy,Female,19,Bachelor,Student,Indore,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,55,78.4,4,7.6,0,1,6.2,4,6,5,100.0,86.6,55.8,5,Credit Card,Yes,No,3833,92,4,1,4.0,1,6
STU127215,Ritika Joshi,Male,27,Diploma,Employed,Vadodara,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,6,42,44.8,3,1.3,2,5,4.0,5,5,6,78.1,58.2,48.6,5,UPI,Yes,No,3858,68,3,0,4.6,1,11
STU127216,Krishna Nair,Male,23,Bachelor,Unemployed,Hyderabad,Mobile,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,6,45,81.4,2,0.5,1,4,2.8,6,4,4,70.6,44.2,66.7,2,Credit Card,Yes,No,6917,76,5,0,4.2,0,3
STU127217,Sneha Mehta,Male,26,Bachelor,Employed,Nagpur,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,40,55.6,3,9.8,1,4,4.5,3,7,2,75.7,56.4,40.3,1,Free,No,No,0,56,2,2,3.8,0,10
STU127218,Rahul Desai,Male,30,Bachelor,Employed,Nagpur,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,8,34,52.1,3,2.8,6,2,6.6,3,7,2,93.3,53.7,38.9,1,UPI,Yes,No,3306,88,1,3,3.4,1,5
STU127219,Vihaan Reddy,Male,21,Bachelor,Unemployed,Pune,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,6,35,64.6,3,8.2,2,8,7.1,8,2,7,81.3,79.9,74.6,5,NetBanking,Yes,No,2989,42,5,0,4.1,1,11
STU127220,Nikhil Patel,Female,30,Bachelor,Unemployed,Delhi,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,10,26,70.8,1,9.5,14,7,4.7,1,9,3,91.1,74.4,34.5,0,Credit Card,Yes,No,7079,46,2,2,5.0,1,12
STU127221,Rohan Shah,Male,23,Bachelor,Student,Ahmedabad,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,24,99.0,3,7.1,4,2,6.4,6,4,2,68.3,70.9,74.2,4,Debit Card,Yes,No,4474,75,1,0,5.0,1,4
STU127222,Aarav Patel,Male,23,Bachelor,Employed,Lucknow,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,46,82.1,0,0.5,11,4,6.3,4,6,2,84.1,41.1,54.8,1,Free,No,No,0,100,1,0,3.7,0,7
STU127223,Aditya Joshi,Female,17,Master,Employed,Hyderabad,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,38,53.4,1,4.8,0,6,5.6,5,5,2,65.7,85.3,53.0,3,Free,No,No,0,63,1,0,4.2,0,3
STU127224,Isha Patel,Female,18,Bachelor,Student,Bengaluru,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,28,68.4,1,12.1,4,1,7.4,3,7,1,77.1,87.0,46.3,4,Scholarship,No,No,2801,58,0,1,2.7,1,11
STU127225,Aditya Joshi,Female,17,Bachelor,Student,Delhi,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,36,59.5,3,0.5,15,4,3.5,6,4,8,72.0,68.1,60.2,2,Scholarship,No,No,284,74,1,0,5.0,0,12
STU127226,Nikhil Singh,Female,17,HighSchool,Employed,Pune,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,23,78.0,2,6.5,39,3,4.9,6,4,6,81.7,89.3,67.8,3,Scholarship,No,Yes,1650,64,3,0,4.0,0,12
STU127227,Neha Singh,Male,26,Bachelor,Student,Vadodara,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,52,74.5,1,7.1,6,2,5.0,6,4,5,69.9,100.0,67.1,1,UPI,Yes,No,4285,60,1,2,3.7,1,1
